,EUR_NGN_1. open,EUR_NGN_2. high,EUR_NGN_3. low,EUR_NGN_4. close,TRENDS_Euro to Naira
2021-04-14,456.06,456.12,455.55,455.56,61.0
2021-04-15,456.02,456.09,455.34,456.09,61.0
2021-04-16,454.68,456.45,454.67,455.76,61.0
2021-04-19,457.04,457.88,456.96,457.88,61.0
2021-04-20,458.97,459.1,457.34,458.45,61.0
2021-04-21,457.46,457.72,457.46,457.69,61.0
2021-04-22,458.09,458.16,456.84,457.6,61.0
2021-04-23,458.95,460.31,458.95,460.31,61.0
2021-04-26,460.07,460.2,460.07,460.2,61.0
2021-04-27,459.33,460.38,458.58,458.61,61.0
2021-04-28,459.45,459.66,459.44,459.62,61.0
2021-04-29,461.87,461.88,461.45,461.45,61.0
2021-04-30,461.16,461.16,456.86,457.26,61.0
2021-05-03,457.99,458.95,457.62,458.85,61.0
2021-05-04,456.76,457.16,456.32,457.06,61.0
2021-05-05,456.06,456.48,455.85,456.43,61.0
2021-05-06,457.7,459.47,457.7,459.44,61.0
2021-05-07,459.97,462.47,459.89,462.42,61.0
2021-05-10,461.84,461.92,461.48,461.48,61.0
2021-05-11,462.32,462.32,462.07,462.13,61.0
2021-05-12,460.51,460.56,460.19,460.44,61.0
2021-05-13,459.15,459.15,458.96,459.1,61.0
2021-05-14,458.89,458.9,458.84,458.84,61.0
2021-05-17,501.39,501.53,501.39,501.4,61.0
2021-05-18,503.95,504.32,503.52,504.17,61.0
2021-05-19,503.74,503.96,503.74,503.77,61.0
2021-05-20,503.57,504.4,503.1,504.24,61.0
2021-05-21,502.54,502.54,502.3,502.3,61.0
2021-05-24,503.7,503.83,503.37,503.72,61.0
2021-05-25,504.39,504.65,504.39,504.65,61.0
2021-05-26,505.24,505.35,502.84,502.91,61.0
2021-05-28,502.37,502.91,502.37,502.79,61.0
2021-06-01,505.1,505.22,503.71,503.74,71.0
2021-06-02,504.13,504.31,504.13,504.31,71.0
2021-06-04,500.18,500.43,500.17,500.43,71.0
2021-06-08,502.96,502.96,501.52,501.56,71.0
2021-06-09,503.74,503.74,502.81,502.81,71.0
2021-06-10,501.54,501.61,501.39,501.61,71.0
2021-06-14,500.74,500.74,499.84,499.84,71.0
2021-06-15,501.37,501.37,499.81,499.94,71.0
2021-06-16,497.15,497.16,492.2,492.2,71.0
2021-06-17,491.99,495.01,488.22,488.81,71.0
2021-06-18,488.76,489.38,486.36,486.8,71.0
2021-06-21,487.09,489.73,486.41,489.12,71.0
2021-06-22,488.96,490.47,488.34,490.02,71.0
2021-06-23,490.04,491.27,489.25,489.52,71.0
2021-06-24,490.44,490.44,489.44,489.6,71.0
2021-06-25,489.99,491.34,489.76,489.85,71.0
2021-06-28,489.39,489.84,489.07,489.52,71.0
2021-06-29,489.01,490.02,487.66,488.37,71.0
2021-06-30,488.28,488.57,486.19,486.59,71.0
2021-07-01,486.63,487.35,485.96,486.27,73.0
2021-07-02,486.15,488.47,485.94,486.91,73.0
2021-07-05,487.03,487.11,486.43,486.84,73.0
2021-07-06,487.06,487.1,484.74,485.26,73.0
2021-07-07,485.14,485.27,483.93,483.93,73.0
2021-07-08,484.0,487.53,483.7,486.14,73.0
2021-07-09,486.16,488.75,485.71,488.6,73.0
2021-07-12,488.53,488.61,485.99,486.75,73.0
2021-07-13,487.99,488.51,484.11,484.64,73.0
2021-07-14,484.6,487.02,484.38,486.96,73.0
2021-07-15,486.92,486.93,484.9,485.76,73.0
2021-07-16,485.98,486.02,485.49,485.65,73.0
2021-07-19,485.7,486.19,484.05,485.46,73.0
2021-07-20,485.41,485.41,483.47,484.68,73.0
2021-07-21,484.74,485.47,483.83,485.16,73.0
2021-07-22,485.26,486.16,483.72,484.17,73.0
2021-07-23,484.29,484.62,483.8,484.28,73.0
2021-07-26,484.35,486.08,483.99,485.66,73.0
2021-07-27,485.6,487.1,485.5,486.54,73.0
2021-07-28,486.4,487.45,485.16,487.21,73.0
2021-07-29,487.23,489.23,487.19,489.03,73.0
2021-07-30,489.04,489.04,487.78,488.36,73.0
2021-08-02,488.13,488.93,487.89,488.27,73.0
2021-08-03,488.48,488.59,487.98,488.03,73.0
2021-08-04,488.06,489.4,486.44,486.99,73.0
2021-08-05,486.85,487.41,486.76,486.93,73.0
2021-08-06,486.8,486.8,483.68,483.92,73.0
2021-08-09,483.53,484.13,482.78,482.87,73.0
2021-08-10,482.92,482.92,481.78,482.15,73.0
2021-08-11,482.13,483.12,481.96,482.92,73.0
2021-08-12,482.95,483.06,482.35,482.59,73.0
2021-08-13,482.73,485.44,482.73,485.43,73.0
2021-08-16,485.33,485.45,484.41,484.55,73.0
2021-08-17,484.56,484.64,481.96,481.96,73.0
2021-08-18,482.01,482.78,481.76,482.24,73.0
2021-08-19,482.28,482.28,480.52,480.61,73.0
2021-08-20,480.82,481.75,480.54,481.71,73.0
2021-08-23,481.36,483.32,481.36,483.18,73.0
2021-08-24,483.21,483.91,482.87,483.65,73.0
2021-08-25,483.18,484.39,482.71,484.32,73.0
2021-08-26,484.33,484.39,483.39,483.5,73.0
2021-08-27,483.36,485.46,482.81,485.36,73.0
2021-08-30,485.33,485.82,484.89,485.28,73.0
2021-08-31,485.3,486.61,485.3,485.86,73.0
2021-09-01,485.54,487.71,485.45,487.08,79.0
2021-09-02,487.11,488.5,487.03,488.5,79.0
2021-09-03,488.51,489.63,488.4,488.68,79.0
2021-09-06,488.88,488.99,488.23,488.35,79.0
2021-09-07,488.41,488.47,487.01,487.3,79.0
2021-09-08,487.34,487.34,485.8,485.93,79.0
2021-09-09,485.89,486.93,485.74,486.46,79.0
2021-09-10,486.33,486.58,485.78,485.78,79.0
2021-09-13,485.52,485.73,484.43,485.67,79.0
2021-09-14,485.82,486.62,485.56,485.65,79.0
2021-09-15,485.77,486.27,485.49,486.14,79.0
2021-09-16,486.28,486.28,483.56,483.56,79.0
2021-09-17,484.23,484.56,482.65,482.73,79.0
2021-09-20,482.45,482.81,481.84,482.42,79.0
2021-09-21,482.53,482.98,482.13,482.49,79.0
2021-09-22,482.36,482.88,480.85,480.85,79.0
2021-09-23,480.79,483.38,480.79,482.85,79.0
2021-09-24,483.22,483.22,481.9,482.0,79.0
2021-09-27,482.06,482.24,481.17,481.21,79.0
2021-09-28,481.18,481.23,478.56,478.64,79.0
2021-09-29,478.66,478.85,475.24,475.33,79.0
2021-09-30,475.34,475.75,473.99,475.75,79.0
2021-10-01,475.61,476.5,475.38,476.21,64.0
2021-10-04,476.6,477.85,475.97,477.18,64.0
2021-10-05,477.1,477.11,475.92,476.19,64.0
2021-10-06,476.28,476.38,473.64,474.48,64.0
2021-10-07,474.56,474.98,474.39,474.51,64.0
2021-10-08,474.6,475.51,474.43,475.06,64.0
2021-10-11,475.28,475.63,474.64,474.66,64.0
2021-10-12,474.49,474.68,473.43,473.64,64.0
2021-10-13,473.65,476.3,473.59,476.23,64.0
2021-10-14,476.3,476.63,475.92,475.93,64.0
2021-10-15,476.8,476.8,476.19,476.45,64.0
2021-10-18,476.63,476.93,475.83,476.76,64.0
2021-10-19,477.11,478.88,477.11,477.89,64.0
2021-10-20,478.06,478.8,477.94,478.73,64.0
2021-10-21,479.07,479.09,477.91,477.97,64.0
2021-10-22,477.52,478.59,477.47,477.79,64.0
2021-10-25,478.23,479.11,476.19,476.94,64.0
2021-10-26,476.79,477.49,476.47,476.47,64.0
2021-10-27,476.39,477.47,476.39,476.81,64.0
2021-10-28,476.79,480.39,476.3,480.05,64.0
2021-10-29,480.05,480.13,474.09,475.16,64.0
2021-11-01,475.03,476.97,474.8,476.84,63.0
2021-11-02,476.91,476.94,475.93,475.97,63.0
2021-11-03,476.04,477.48,475.44,477.31,63.0
2021-11-04,477.03,477.14,474.65,474.96,63.0
2021-11-05,474.94,475.81,473.5,475.81,63.0
2021-11-08,475.36,476.7,475.21,476.38,63.0
2021-11-09,476.46,477.25,475.78,476.74,63.0
2021-11-10,476.75,476.8,472.02,472.02,63.0
2021-11-11,472.13,472.19,471.27,471.31,63.0
2021-11-12,470.39,470.93,470.33,470.64,63.0
2021-11-15,470.78,471.38,467.39,467.66,63.0
2021-11-16,467.7,468.25,465.63,465.76,63.0
2021-11-17,465.63,465.86,464.82,465.59,63.0
2021-11-18,465.7,467.98,465.47,467.98,63.0
2021-11-19,467.71,467.71,464.44,464.57,63.0
2021-11-22,464.22,464.22,462.28,462.29,63.0
2021-11-23,462.56,463.2,461.57,461.92,63.0
2021-11-24,461.38,461.42,459.35,459.56,63.0
2021-11-25,460.01,460.38,460.01,460.06,63.0
2021-11-26,463.43,464.36,463.34,464.36,63.0
2021-11-29,464.1,464.1,462.22,463.02,63.0
2021-11-30,463.36,467.12,462.14,465.54,63.0
2021-12-01,465.54,466.17,464.6,464.68,56.0
2021-12-02,464.75,465.88,463.78,463.91,56.0
2021-12-03,463.9,465.04,462.93,464.31,56.0
2021-12-06,464.2,464.39,463.13,463.29,56.0
2021-12-07,463.42,463.71,461.46,462.06,56.0
2021-12-08,462.78,465.88,462.73,465.77,56.0
2021-12-09,465.43,465.45,463.2,463.65,56.0
2021-12-10,463.29,464.88,462.92,464.45,56.0
2021-12-13,463.91,464.42,463.3,463.71,56.0
2021-12-14,463.47,464.81,462.29,462.29,56.0
2021-12-15,462.3,463.86,461.04,463.79,56.0
2021-12-16,463.45,466.35,463.42,465.12,56.0
2021-12-17,465.1,465.39,462.88,462.88,56.0
2021-12-20,462.13,464.37,461.91,463.24,56.0
2021-12-21,463.59,464.89,463.48,464.61,56.0
2021-12-22,464.92,467.07,464.71,466.63,56.0
2021-12-23,466.96,467.03,465.01,466.75,56.0
2021-12-24,466.43,466.57,465.8,466.01,56.0
2021-12-27,465.78,466.64,465.78,466.39,56.0
2021-12-28,466.55,466.65,465.05,465.38,56.0
2021-12-29,465.71,467.75,465.56,467.34,56.0
2021-12-30,467.4,467.4,465.82,466.46,56.0
2021-12-31,466.04,469.77,466.04,469.71,56.0
2022-01-03,469.27,469.32,466.31,467.03,56.0
2022-01-04,466.96,467.9,466.32,466.47,56.0
2022-01-05,466.41,469.05,466.32,467.72,56.0
2022-01-06,467.72,468.68,466.96,467.17,56.0
2022-01-07,467.32,470.32,467.21,470.21,56.0
2022-01-10,469.84,469.97,466.84,468.39,56.0
2022-01-11,468.6,470.14,467.93,470.09,56.0
2022-01-12,470.06,473.93,470.03,473.59,56.0
2022-01-13,473.55,475.15,473.45,474.41,56.0
2022-01-14,475.04,475.32,472.5,472.83,56.0
2022-01-17,472.82,473.02,472.05,472.5,56.0
2022-01-18,472.52,473.06,468.96,469.28,56.0
2022-01-19,469.37,470.67,469.11,470.34,56.0
2022-01-20,470.17,471.11,469.01,469.18,56.0
2022-01-21,469.31,471.15,469.26,470.69,56.0
2022-01-24,470.59,470.59,468.92,469.89,56.0
2022-01-25,469.92,469.98,467.72,468.74,56.0
2022-01-26,469.11,469.11,466.56,466.58,56.0
2022-01-27,466.74,466.82,462.46,462.91,56.0
2022-01-28,462.96,464.07,462.82,463.25,56.0
2022-01-31,463.25,467.37,463.25,466.99,56.0
2022-02-01,467.12,468.67,465.95,467.38,80.0
2022-02-02,467.4,470.77,467.32,469.98,80.0
2022-02-03,470.04,475.7,469.55,475.11,80.0
2022-02-04,475.74,476.89,475.38,476.56,80.0
2022-02-07,476.76,476.79,474.81,476.12,80.0
2022-02-08,476.29,476.37,474.85,474.85,80.0
2022-02-09,475.3,476.49,475.3,476.03,80.0
2022-02-10,475.85,478.9,474.46,475.69,80.0
2022-02-11,476.36,476.4,472.7,472.86,80.0
2022-02-14,472.99,473.72,470.25,470.65,80.0
2022-02-15,470.71,472.57,470.6,472.18,80.0
2022-02-16,472.18,473.68,471.64,472.82,80.0
2022-02-17,472.82,473.22,471.14,472.4,80.0
2022-02-18,472.43,472.72,470.51,470.84,80.0
2022-02-21,470.43,472.5,470.11,470.2,80.0
2022-02-22,470.29,471.77,469.7,470.94,80.0
2022-02-23,471.2,471.62,469.96,470.0,80.0
2022-02-24,470.27,470.27,462.13,465.46,80.0
2022-02-25,465.32,468.73,465.27,468.66,80.0
2022-02-28,465.13,467.59,463.47,466.63,80.0
2022-03-01,466.65,466.69,461.44,461.98,86.0
2022-03-02,462.87,463.22,460.37,462.86,86.0
2022-03-03,462.56,462.62,459.11,460.14,86.0
2022-03-04,460.11,460.23,453.08,454.33,86.0
2022-03-07,450.46,453.92,450.31,451.85,86.0
2022-03-08,452.05,455.49,451.95,453.36,86.0
2022-03-09,453.19,461.08,453.19,460.19,86.0
2022-03-10,460.27,460.34,456.46,456.7,86.0
2022-03-11,457.36,457.65,453.57,453.57,86.0
2022-03-14,453.57,456.71,453.46,454.94,86.0
2022-03-15,455.04,457.36,454.41,455.38,86.0
2022-03-16,455.94,459.32,455.43,458.76,86.0
2022-03-17,458.96,463.04,458.73,461.31,86.0
2022-03-18,461.21,461.35,457.61,459.53,86.0
2022-03-21,459.26,459.55,457.91,457.94,86.0
2022-03-22,458.13,459.06,457.02,458.51,86.0
2022-03-23,458.57,458.71,455.78,457.56,86.0
2022-03-24,457.33,457.64,456.5,457.07,86.0
2022-03-25,457.61,458.6,456.42,456.57,86.0
2022-03-28,455.62,457.14,455.62,456.63,86.0
2022-03-29,456.74,462.62,456.74,460.9,86.0
2022-03-30,461.11,464.17,461.01,463.58,86.0
2022-03-31,464.39,464.42,459.88,460.03,86.0
2022-04-01,460.08,460.11,458.5,459.22,78.0
2022-04-04,459.28,459.41,455.68,456.07,78.0
2022-04-05,456.06,456.12,453.09,453.25,78.0
2022-04-06,453.33,454.52,452.28,452.92,78.0
2022-04-07,453.24,454.05,452.04,452.06,78.0
2022-04-08,451.19,452.14,450.55,451.92,78.0
2022-04-11,452.43,452.75,451.88,452.15,78.0
2022-04-12,452.25,452.92,448.75,448.79,78.0
2022-04-13,448.66,451.46,448.16,451.45,78.0
2022-04-14,451.39,452.35,446.43,448.73,78.0
2022-04-15,448.0,448.01,447.54,447.87,78.0
2022-04-18,447.49,447.89,446.84,446.86,78.0
2022-04-19,446.83,447.76,446.09,447.1,78.0
2022-04-20,447.12,451.15,447.09,450.64,78.0
2022-04-21,450.1,452.61,449.68,450.35,78.0
2022-04-22,450.18,450.54,447.67,448.51,78.0
2022-04-25,448.8,449.08,443.56,444.01,78.0
2022-04-26,444.01,445.04,442.24,442.58,78.0
2022-04-27,442.2,442.38,436.81,438.37,78.0
2022-04-28,438.28,438.28,435.48,436.27,78.0
2022-04-29,435.97,438.06,435.85,437.68,78.0
2022-05-02,437.4,437.55,435.5,436.16,78.0
2022-05-03,436.46,438.81,436.21,436.85,78.0
2022-05-04,436.97,441.23,436.49,440.97,78.0
2022-05-05,440.85,440.85,435.72,437.54,78.0
2022-05-06,437.51,439.46,436.8,438.64,78.0
2022-05-09,437.18,439.68,436.12,438.81,78.0
2022-05-10,438.31,439.05,436.11,436.16,78.0
2022-05-11,436.35,437.69,435.43,435.8,78.0
2022-05-12,435.56,435.96,430.67,431.09,78.0
2022-05-13,431.03,432.37,429.95,432.31,78.0
2022-05-16,432.11,433.47,431.64,433.23,78.0
2022-05-17,433.37,438.01,433.1,437.64,78.0
2022-05-18,437.93,437.98,434.22,434.32,78.0
2022-05-19,435.33,440.07,435.33,439.24,78.0
2022-05-20,438.27,439.05,437.82,438.32,78.0
2022-05-23,438.4,443.68,438.4,443.66,78.0
2022-05-24,443.26,446.0,442.43,445.55,78.0
2022-05-25,444.82,444.82,441.88,443.35,78.0
2022-05-26,443.92,445.46,443.74,445.46,78.0
2022-05-27,445.67,446.67,444.37,445.57,78.0
2022-05-30,447.63,447.69,447.39,447.44,78.0
2022-05-31,446.41,446.41,442.73,445.51,78.0
2022-06-01,445.64,445.67,441.33,442.23,83.0
2022-06-02,442.13,446.08,441.97,446.0,83.0
2022-06-03,446.04,446.63,444.2,444.9,83.0
2022-06-06,445.13,445.2,443.51,443.87,83.0
2022-06-07,443.72,444.56,442.99,444.44,83.0
2022-06-08,444.35,446.0,443.37,444.75,83.0
2022-06-09,444.81,445.42,440.55,440.67,83.0
2022-06-10,441.0,441.32,436.3,436.47,83.0
2022-06-13,435.9,435.93,431.77,432.0,83.0
2022-06-14,432.09,433.98,431.58,432.27,83.0
2022-06-15,432.55,434.53,430.14,433.52,83.0
2022-06-16,433.49,439.12,432.48,438.12,83.0
2022-06-17,437.84,437.92,434.62,435.86,83.0
2022-06-20,435.5,437.59,435.5,436.39,83.0
2022-06-21,436.72,438.63,436.62,437.38,83.0
2022-06-22,437.43,439.5,436.33,438.55,83.0
2022-06-23,438.64,438.78,435.83,436.76,83.0
2022-06-24,437.1,438.52,436.9,437.71,83.0
2022-06-27,438.33,439.99,437.97,439.13,83.0
2022-06-28,438.91,439.2,436.54,436.68,83.0
2022-06-29,436.68,437.17,433.11,433.28,83.0
2022-06-30,433.85,435.36,431.27,435.14,83.0
2022-07-01,434.98,435.03,430.55,432.98,97.0
2022-07-04,433.04,433.07,432.87,433.07,97.0
2022-07-05,433.17,433.24,425.17,426.22,97.0
2022-07-06,426.33,426.36,421.93,422.84,97.0
2022-07-07,422.74,423.79,421.62,421.98,97.0
2022-07-08,421.98,422.95,421.03,422.86,97.0
2022-07-11,421.5,421.58,416.97,416.98,97.0
2022-07-12,416.34,418.1,415.89,416.69,97.0
2022-07-13,416.48,420.18,415.89,417.58,97.0
2022-07-14,417.11,417.11,413.29,415.99,97.0
2022-07-15,416.13,419.15,416.02,418.87,97.0
2022-07-18,419.24,422.72,419.21,421.34,97.0
2022-07-19,421.35,425.99,420.59,424.87,97.0
2022-07-20,424.83,425.42,422.14,422.7,97.0
2022-07-21,422.69,426.61,422.32,424.69,97.0
2022-07-22,424.78,425.05,422.56,423.39,97.0
2022-07-25,423.33,424.82,423.16,424.27,97.0
2022-07-26,424.33,425.24,419.93,420.1,97.0
2022-07-27,420.48,424.59,420.25,423.85,97.0
2022-07-28,424.03,424.42,420.69,423.39,97.0
2022-07-29,423.35,425.15,422.01,425.15,97.0
2022-08-01,424.73,427.47,424.38,427.26,89.0
2022-08-02,426.98,428.04,423.46,423.69,89.0
2022-08-03,423.67,424.05,421.8,422.88,89.0
2022-08-04,423.19,427.37,423.13,427.31,89.0
2022-08-05,426.78,427.0,423.61,424.98,89.0
2022-08-08,424.71,426.65,424.48,426.04,89.0
2022-08-09,425.9,428.05,425.79,426.85,89.0
2022-08-10,426.75,433.87,426.51,431.17,89.0
2022-08-11,431.23,433.21,430.41,432.15,89.0
2022-08-12,432.27,432.27,429.2,429.99,89.0
2022-08-15,429.5,429.67,425.88,426.14,89.0
2022-08-16,426.16,427.36,425.65,426.41,89.0
2022-08-17,426.6,428.79,426.37,427.83,89.0
2022-08-18,427.78,428.03,423.73,423.95,89.0
2022-08-19,423.69,423.77,421.66,421.71,89.0
2022-08-22,421.59,422.13,417.78,418.43,89.0
2022-08-23,418.48,421.51,418.19,419.83,89.0
2022-08-24,419.84,420.53,417.72,420.12,89.0
2022-08-25,420.07,421.51,419.76,420.82,89.0
2022-08-26,420.72,423.71,420.4,420.82,89.0
2022-08-29,420.09,429.08,418.82,421.99,89.0
2022-08-30,422.03,424.13,420.21,423.44,89.0
2022-08-31,423.84,424.34,421.71,423.97,89.0
2022-09-01,422.77,422.81,420.14,420.5,79.0
2022-09-02,421.13,423.89,420.93,421.44,79.0
2022-09-05,419.99,424.86,419.68,420.35,79.0
2022-09-06,421.39,422.48,420.02,421.49,79.0
2022-09-07,421.54,426.41,420.46,426.41,79.0
2022-09-08,425.44,427.61,423.93,426.69,79.0
2022-09-09,426.89,431.37,426.88,428.89,79.0
2022-09-12,429.96,433.45,429.96,432.79,79.0
2022-09-13,432.82,434.98,427.68,427.68,79.0
2022-09-14,426.6,428.5,426.5,427.25,79.0
2022-09-15,426.98,429.11,426.97,428.33,79.0
2022-09-16,428.81,429.86,426.66,429.01,79.0
2022-09-19,429.14,430.12,427.93,430.04,79.0
2022-09-20,430.28,430.6,427.6,428.35,79.0
2022-09-21,428.07,428.13,422.6,422.73,79.0
2022-09-22,421.82,425.02,421.66,422.95,79.0
2022-09-23,423.16,423.43,416.74,417.16,79.0
2022-09-26,417.47,417.47,413.94,414.09,79.0
2022-09-27,414.95,415.27,412.79,412.79,79.0
2022-09-28,413.74,419.92,411.64,419.78,79.0
2022-09-29,419.42,423.54,417.1,423.19,79.0
2022-09-30,423.5,423.89,420.48,423.51,79.0
2022-10-03,424.59,424.77,421.83,424.62,79.0
2022-10-04,424.25,431.92,424.25,431.67,79.0
2022-10-05,431.18,431.32,425.8,427.28,79.0
2022-10-06,427.32,428.93,424.27,424.27,79.0
2022-10-07,424.44,425.08,421.75,422.18,79.0
2022-10-10,422.73,422.77,420.46,421.39,79.0
2022-10-11,421.8,429.41,420.48,421.34,79.0
2022-10-12,420.97,428.69,420.28,421.76,79.0
2022-10-13,421.95,425.85,419.57,425.85,79.0
2022-10-14,425.3,426.39,422.65,422.91,79.0
2022-10-17,423.97,430.92,423.91,428.57,79.0
2022-10-18,428.51,430.24,428.25,430.18,79.0
2022-10-19,430.24,430.25,426.12,426.27,79.0
2022-10-20,425.85,429.49,425.8,427.07,79.0
2022-10-21,426.4,430.53,426.07,430.45,79.0
2022-10-24,433.07,433.07,428.99,431.41,79.0
2022-10-25,431.41,435.97,431.39,435.66,79.0
2022-10-26,435.18,440.62,434.69,440.55,79.0
2022-10-27,440.35,440.64,435.77,436.26,79.0
2022-10-28,436.2,437.14,434.93,435.17,79.0
2022-10-31,436.01,437.38,432.7,433.07,79.0
2022-11-01,433.23,439.68,432.12,432.92,78.0
2022-11-02,433.85,433.92,430.69,430.72,78.0
2022-11-03,431.35,431.62,427.76,428.02,78.0
2022-11-04,428.22,437.72,428.22,437.59,78.0
2022-11-07,436.14,441.31,435.74,440.57,78.0
2022-11-08,440.41,443.85,439.79,443.15,78.0
2022-11-09,441.23,442.22,440.12,440.8,78.0
2022-11-10,440.65,450.24,440.65,449.67,78.0
2022-11-11,449.54,456.73,448.35,456.64,78.0
2022-11-14,455.85,456.81,454.1,455.75,78.0
2022-11-15,455.64,459.76,454.69,457.19,78.0
2022-11-16,456.84,460.38,456.61,459.09,78.0
2022-11-17,458.97,459.1,455.93,458.38,78.0
2022-11-18,458.34,459.44,456.7,456.71,78.0
2022-11-21,456.94,456.95,452.49,453.52,78.0
2022-11-22,453.59,456.52,453.59,456.42,78.0
2022-11-23,456.43,461.0,456.4,460.81,78.0
2022-11-24,462.03,462.88,461.28,461.28,78.0
2022-11-25,461.62,461.74,459.91,461.42,78.0
2022-11-28,459.97,463.22,458.38,458.9,78.0
2022-11-29,458.84,461.1,458.43,458.61,78.0
2022-11-30,458.09,462.82,458.07,461.89,78.0
2022-12-01,461.84,467.17,461.66,466.71,74.0
2022-12-02,466.51,467.98,464.59,467.86,74.0
2022-12-05,468.31,469.98,465.88,466.33,74.0
2022-12-06,466.24,467.42,465.17,465.41,74.0
2022-12-07,465.5,468.52,464.77,467.13,74.0
2022-12-08,467.54,469.88,465.37,469.58,74.0
2022-12-09,469.62,470.79,468.09,468.59,74.0
2022-12-12,468.52,470.55,466.65,468.87,74.0
2022-12-13,468.79,474.84,468.79,473.13,74.0
2022-12-14,473.48,479.82,472.82,473.14,74.0
2022-12-15,475.73,477.86,471.93,473.26,74.0
2022-12-16,473.33,474.52,472.23,472.55,74.0
2022-12-19,471.74,473.93,471.35,472.96,74.0
2022-12-20,472.86,475.09,472.81,473.51,74.0
2022-12-21,473.8,473.81,472.22,473.19,74.0
2022-12-22,472.98,474.6,472.1,473.22,74.0
2022-12-23,473.12,474.43,472.63,473.97,74.0
2022-12-26,474.17,474.67,474.17,474.62,74.0
2022-12-27,474.93,475.94,474.4,475.09,74.0
2022-12-28,474.87,476.13,474.1,474.48,74.0
2022-12-29,474.64,477.96,474.25,477.66,74.0
2022-12-30,477.1,479.72,476.7,479.29,74.0
2023-01-02,479.08,479.08,477.15,477.22,74.0
2023-01-03,478.32,478.4,469.06,473.62,74.0
2023-01-04,473.03,476.94,472.84,476.0,74.0
2023-01-05,475.98,476.36,472.73,472.73,74.0
2023-01-06,472.97,479.05,472.48,479.02,74.0
2023-01-09,480.12,484.06,480.05,482.88,74.0
2023-01-10,482.74,483.8,482.64,483.09,74.0
2023-01-11,483.15,486.38,482.77,485.41,74.0
2023-01-12,485.98,490.76,485.98,490.63,74.0
2023-01-13,490.84,490.87,487.97,489.94,74.0
2023-01-16,491.43,491.49,489.38,489.57,74.0
2023-01-17,489.97,492.06,488.61,489.38,74.0
2023-01-18,489.4,493.55,488.25,489.41,74.0
2023-01-19,489.38,498.67,488.97,491.11,74.0
2023-01-20,491.38,493.93,490.06,493.92,74.0
2023-01-23,494.35,495.78,493.72,494.58,74.0
2023-01-24,494.61,500.47,494.2,500.47,74.0
2023-01-25,500.3,502.2,499.82,501.78,74.0
2023-01-26,501.99,502.32,499.74,501.2,74.0
2023-01-27,501.03,501.56,498.8,499.82,74.0
2023-01-30,500.25,501.6,499.46,499.46,74.0
2023-01-31,499.44,500.65,498.8,500.09,74.0
2023-02-01,500.21,506.04,499.94,505.91,69.0
2023-02-02,506.01,507.62,502.26,502.33,69.0
2023-02-03,501.8,501.8,497.0,497.01,69.0
2023-02-06,496.55,497.12,492.79,492.87,69.0
2023-02-07,493.44,493.88,491.15,493.88,69.0
2023-02-08,493.88,495.15,493.05,493.05,69.0
2023-02-09,493.12,496.65,493.04,494.16,69.0
2023-02-10,494.33,494.36,490.01,490.48,69.0
2023-02-13,489.77,493.75,489.77,493.75,69.0
2023-02-14,493.68,495.69,493.3,494.34,69.0
2023-02-15,494.4,494.66,490.9,492.1,69.0
2023-02-16,492.15,493.13,490.58,491.42,69.0
2023-02-17,491.49,492.51,489.6,492.34,69.0
2023-02-20,491.97,492.74,491.92,492.05,69.0
2023-02-21,491.79,492.08,489.98,489.98,69.0
2023-02-22,490.35,490.65,487.95,488.09,69.0
2023-02-23,488.76,489.06,486.9,487.25,69.0
2023-02-24,487.88,488.56,485.22,485.54,69.0
2023-02-27,485.88,488.69,485.45,488.22,69.0
2023-02-28,487.57,489.88,486.77,486.85,69.0
2023-03-01,486.89,491.6,486.89,490.25,72.0
2023-03-02,491.12,491.16,487.33,487.84,72.0
2023-03-03,487.93,489.61,487.81,489.53,72.0
2023-03-06,489.17,492.26,489.17,491.77,72.0
2023-03-07,491.48,492.16,485.54,485.6,72.0
2023-03-08,485.58,486.4,484.64,485.39,72.0
2023-03-09,485.49,487.51,485.38,487.41,72.0
2023-03-10,487.31,492.28,487.18,489.81,72.0
2023-03-13,492.19,494.8,491.21,493.9,72.0
2023-03-14,494.0,494.65,492.79,494.29,72.0
2023-03-15,494.13,495.13,484.3,487.04,72.0
2023-03-16,487.59,488.86,486.81,488.46,72.0
2023-03-17,488.66,491.32,488.54,491.12,72.0
2023-03-20,491.7,493.89,489.53,493.43,72.0
2023-03-21,493.26,496.25,492.97,495.69,72.0
2023-03-22,495.71,501.23,495.64,499.89,72.0
2023-03-23,499.9,501.82,498.65,498.68,72.0
2023-03-24,498.83,498.83,494.63,495.35,72.0
2023-03-27,496.09,497.05,495.31,496.92,72.0
2023-03-28,497.77,499.18,497.64,499.0,72.0
2023-03-29,499.05,499.52,498.14,498.92,72.0
2023-03-30,499.03,502.52,498.35,501.89,72.0
2023-03-31,501.85,502.0,498.76,498.91,72.0
2023-04-03,497.49,501.94,496.63,501.75,72.0
2023-04-04,501.83,504.77,501.12,504.1,72.0
2023-04-05,504.32,504.44,501.44,501.94,72.0
2023-04-06,501.93,503.28,501.14,502.45,72.0
2023-04-07,502.51,502.61,501.32,501.79,72.0
2023-04-10,501.95,502.06,498.52,499.78,72.0
2023-04-11,500.42,502.72,500.11,501.96,72.0
2023-04-12,502.51,506.22,502.42,505.81,72.0
